,Area,Classification
2629,ES_14010,0
2630,ES_14011,0
2631,ES_14012,0
2632,ES_14013,2
2633,ES_14014,0
2634,ES_14015,0
2635,ES_14016,0
2636,ES_14017,2
2637,ES_14018,0
2638,ES_14019,0
2639,ES_14020,0
2640,ES_14022,0
2641,ES_14023,0
2642,ES_14024,0
2643,ES_14025,0
2644,ES_14026,0
2645,ES_14027,0
2646,ES_14028,0
2647,ES_14029,2
2648,ES_14030,0
2649,ES_14031,0
2650,ES_14032,0
2651,ES_14033,0
2652,ES_14034,0
2653,ES_14035,0
2654,ES_14036,2
2655,ES_14037,0
2656,ES_14038,2
2657,ES_14039,0
2658,ES_14040,0
2659,ES_14041,0
2660,ES_14042,2
2661,ES_14043,2
2662,ES_14044,0
2663,ES_14045,0
2664,ES_14046,0
2665,ES_14047,0
2666,ES_14048,0
2667,ES_14049,2
2668,ES_14050,0
2669,ES_14051,0
2670,ES_14052,2
2671,ES_14053,0
2672,ES_14054,2
2673,ES_14055,2
2674,ES_14056,2
2675,ES_14057,0
2676,ES_14058,0
2677,ES_14059,0
2678,ES_14060,0
2679,ES_14061,0
2680,ES_14062,0
2681,ES_14063,0
2682,ES_14064,0
2683,ES_14065,0
2684,ES_14066,0
2685,ES_14067,0
2686,ES_14068,0
2687,ES_14069,0
2688,ES_14070,0
2689,ES_14071,0
2690,ES_14072,0
2691,ES_14073,0
2692,ES_14074,0
2693,ES_14075,0
2694,ES_14901,0
2695,ES_14902,0
2696,ES_15001,1
2697,ES_15002,1
2698,ES_15003,2
2699,ES_15004,2
2700,ES_15005,1
2701,ES_15006,1
2702,ES_15007,2
2703,ES_15008,2
2704,ES_15009,2
2705,ES_15010,2
2706,ES_15011,2
2707,ES_15012,2
2708,ES_15013,2
2709,ES_15014,2
2710,ES_15015,2
2711,ES_15016,2
2712,ES_15017,2
2713,ES_15018,2
2714,ES_15019,1
2715,ES_15020,2
2716,ES_15021,2
2717,ES_15022,2
2718,ES_15023,2
2719,ES_15024,2
2720,ES_15025,0
2721,ES_15027,2
2722,ES_15028,0
2723,ES_15029,2
2724,ES_15031,1
2725,ES_15032,2
2726,ES_15033,2
2727,ES_15034,2
2728,ES_15035,2
2729,ES_15036,3
2730,ES_15037,2
2731,ES_15038,2
2732,ES_15039,0
2733,ES_15040,2
2734,ES_15041,2
2735,ES_15042,2
2736,ES_15043,2
2737,ES_15044,2
2738,ES_15045,1
2739,ES_15046,2
2740,ES_15047,2
2741,ES_15048,2
2742,ES_15049,2
2743,ES_15050,2
2744,ES_15051,2
2745,ES_15052,1
2746,ES_15053,2
2747,ES_15054,1
2748,ES_15055,2
2749,ES_15056,2
2750,ES_15057,2
2751,ES_15058,1
2752,ES_15059,1
2753,ES_15060,2
2754,ES_15061,1
2755,ES_15062,2
2756,ES_15064,0
2757,ES_15065,2
2758,ES_15066,2
2759,ES_15067,2
2760,ES_15068,2
2761,ES_15069,2
2762,ES_15070,1
2763,ES_15071,2
2764,ES_15072,1
2765,ES_15073,1
2766,ES_15074,2
2767,ES_15075,2
2768,ES_15076,2
2769,ES_15077,2
2770,ES_15079,2
2771,ES_15080,2
2772,ES_15081,2
2773,ES_15082,1
2774,ES_15083,0
2775,ES_15084,2
2776,ES_15085,2
2777,ES_15086,2
2778,ES_15087,2
2779,ES_15088,2
2780,ES_15089,2
2781,ES_15090,0
2782,ES_15091,0
2783,ES_15092,2
2784,ES_15093,2
2785,ES_15901,0
2786,ES_15902,1
2787,ES_16001,0
2788,ES_16002,0
2789,ES_16003,0
2790,ES_16004,0
2791,ES_16005,0
2792,ES_16006,0
2793,ES_16007,0
2794,ES_16008,0
2795,ES_16009,0
2796,ES_16010,0
2797,ES_16011,0
2798,ES_16012,0
2799,ES_16013,0
2800,ES_16014,0
2801,ES_16015,0
2802,ES_16016,0
2803,ES_16017,0
2804,ES_16018,0
2805,ES_16019,0
2806,ES_16020,0
2807,ES_16022,0
2808,ES_16023,0
2809,ES_16024,0
2810,ES_16025,0
2811,ES_16026,0
2812,ES_16027,0
2813,ES_16029,0
2814,ES_16030,0
2815,ES_16031,0
2816,ES_16032,0
2817,ES_16033,0
2818,ES_16034,0
2819,ES_16035,0
2820,ES_16036,0
2821,ES_16038,0
2822,ES_16039,0
2823,ES_16040,0
2824,ES_16041,0
2825,ES_16042,0
2826,ES_16043,0
2827,ES_16044,0
2828,ES_16045,0
2829,ES_16046,0
2830,ES_16047,0
2831,ES_16048,0
2832,ES_16049,0
2833,ES_16050,0
2834,ES_16051,0
2835,ES_16052,0
2836,ES_16053,0
2837,ES_16055,0
2838,ES_16056,0
2839,ES_16057,0
2840,ES_16058,0
2841,ES_16060,0
2842,ES_16061,0
2843,ES_16062,0
2844,ES_16063,0
2845,ES_16064,0
2846,ES_16065,0
2847,ES_16066,0
2848,ES_16067,0
2849,ES_16068,0
2850,ES_16070,0
2851,ES_16071,0
2852,ES_16072,0
2853,ES_16073,0
2854,ES_16074,0
2855,ES_16079,0
2856,ES_16081,0
2857,ES_16082,0
2858,ES_16083,0
2859,ES_16084,0
2860,ES_16085,0
2861,ES_16086,0
2862,ES_16087,0
2863,ES_16088,0
2864,ES_16089,0
2865,ES_16091,0
2866,ES_16092,0
2867,ES_16093,0
2868,ES_16094,0
2869,ES_16095,0
2870,ES_16096,0
2871,ES_16097,0
2872,ES_16098,0
2873,ES_16099,0
2874,ES_16100,0
2875,ES_16101,0
2876,ES_16102,0
2877,ES_16103,0
2878,ES_16104,0
2879,ES_16106,0
2880,ES_16107,0
2881,ES_16108,0
2882,ES_16109,0
2883,ES_16110,0
2884,ES_16111,0
2885,ES_16112,2
2886,ES_16113,2
2887,ES_16115,0
2888,ES_16116,0
2889,ES_16117,0
2890,ES_16118,0
2891,ES_16119,0
2892,ES_16121,0
2893,ES_16122,0
2894,ES_16123,0
2895,ES_16124,0
2896,ES_16125,0
2897,ES_16126,0
2898,ES_16128,0
2899,ES_16129,0
2900,ES_16130,0
2901,ES_16131,0
2902,ES_16132,0
2903,ES_16133,2
2904,ES_16134,0
2905,ES_16135,0
2906,ES_16137,0
2907,ES_16139,0
2908,ES_16140,0
2909,ES_16141,0
2910,ES_16142,0
2911,ES_16143,0
2912,ES_16145,0
2913,ES_16146,0
2914,ES_16147,0
2915,ES_16148,0
2916,ES_16149,0
2917,ES_16150,0
2918,ES_16151,0
2919,ES_16152,0
2920,ES_16153,0
2921,ES_16154,2
2922,ES_16155,0
2923,ES_16156,0
2924,ES_16157,0
2925,ES_16158,0
2926,ES_16159,0
2927,ES_16160,0
2928,ES_16161,0
2929,ES_16162,0
2930,ES_16163,0
2931,ES_16165,0
2932,ES_16166,0
2933,ES_16167,0
2934,ES_16169,0
2935,ES_16170,0
2936,ES_16171,2
2937,ES_16172,0
2938,ES_16173,0
2939,ES_16174,0
2940,ES_16175,0
2941,ES_16176,0
2942,ES_16177,0
2943,ES_16181,0
2944,ES_16185,0
2945,ES_16186,0
2946,ES_16187,0
2947,ES_16188,0
2948,ES_16189,0
2949,ES_16190,2
2950,ES_16191,0
2951,ES_16192,0
2952,ES_16193,0
2953,ES_16194,0
2954,ES_16195,0
2955,ES_16196,0
2956,ES_16197,0
2957,ES_16198,0
2958,ES_16199,0
2959,ES_16202,2
2960,ES_16203,2
2961,ES_16204,0
2962,ES_16205,0
2963,ES_16206,0
2964,ES_16209,0
2965,ES_16211,0
2966,ES_16212,0
2967,ES_16213,0
2968,ES_16215,0
2969,ES_16216,0
2970,ES_16217,0
2971,ES_16218,0
2972,ES_16219,0
2973,ES_16224,0
2974,ES_16225,0
2975,ES_16227,0
2976,ES_16228,0
2977,ES_16231,0
2978,ES_16234,0
2979,ES_16236,0
2980,ES_16237,0
2981,ES_16238,0
2982,ES_16239,0
2983,ES_16240,0
2984,ES_16242,0
2985,ES_16243,0
2986,ES_16244,0
2987,ES_16245,0
2988,ES_16246,0
2989,ES_16247,0
2990,ES_16248,0
2991,ES_16249,2
2992,ES_16250,0
2993,ES_16251,0
2994,ES_16253,0
2995,ES_16254,0
2996,ES_16255,0
2997,ES_16258,0
2998,ES_16259,0
2999,ES_16263,0
3000,ES_16264,0
3001,ES_16265,0
3002,ES_16266,0
3003,ES_16269,0
3004,ES_16270,0
3005,ES_16271,0
3006,ES_16272,0
3007,ES_16273,0
3008,ES_16274,0
3009,ES_16275,0
3010,ES_16276,0
3011,ES_16277,0
3012,ES_16278,0
3013,ES_16279,0
3014,ES_16280,0
3015,ES_16901,0
3016,ES_16902,0
3017,ES_16903,0
3018,ES_16904,0
3019,ES_16905,0
3020,ES_16906,0
3021,ES_16908,0
3022,ES_16909,0
3023,ES_16910,0
3024,ES_17001,0
3025,ES_17002,0
3026,ES_17003,0
3027,ES_17004,0
3028,ES_17005,0
3029,ES_17006,2
3030,ES_17007,0
3031,ES_17008,0
3032,ES_17009,0
3033,ES_17010,0
3034,ES_17011,0
3035,ES_17012,0
3036,ES_17013,2
3037,ES_17014,0
3038,ES_17015,1
3039,ES_17016,0
3040,ES_17018,0
3041,ES_17019,0
3042,ES_17020,2
3043,ES_17021,0
3044,ES_17022,0
3045,ES_17023,2
3046,ES_17024,0
3047,ES_17025,0
3048,ES_17026,0
3049,ES_17027,0
3050,ES_17028,0
3051,ES_17029,0
3052,ES_17030,0
3053,ES_17031,0
3054,ES_17032,2
3055,ES_17033,2
3056,ES_17034,2
3057,ES_17035,0
3058,ES_17036,0
3059,ES_17037,0
3060,ES_17038,0
3061,ES_17039,2
3062,ES_17040,0
3063,ES_17041,0
3064,ES_17042,0
3065,ES_17043,0
3066,ES_17044,2
3067,ES_17046,0
3068,ES_17047,2
3069,ES_17048,2
3070,ES_17049,2
3071,ES_17050,0
3072,ES_17051,0
3073,ES_17052,0
3074,ES_17054,0
3075,ES_17055,0
3076,ES_17056,2
3077,ES_17057,0
3078,ES_17058,0
3079,ES_17060,2
3080,ES_17061,0
3081,ES_17062,1
3082,ES_17063,0
3083,ES_17064,0
3084,ES_17065,0
3085,ES_17066,1
3086,ES_17067,0
3087,ES_17068,0
3088,ES_17069,0
3089,ES_17070,0
3090,ES_17071,0
3091,ES_17073,0
3092,ES_17074,0
3093,ES_17075,0
3094,ES_17076,0
3095,ES_17077,0
3096,ES_17078,0
3097,ES_17079,3
3098,ES_17080,0
3099,ES_17081,0
3100,ES_17082,0
3101,ES_17083,0
3102,ES_17084,0
3103,ES_17085,0
3104,ES_17086,2
3105,ES_17087,0
3106,ES_17088,0
3107,ES_17089,2
3108,ES_17090,0
3109,ES_17091,0
3110,ES_17092,2
3111,ES_17093,0
3112,ES_17095,1
3113,ES_17096,2
3114,ES_17097,0
3115,ES_17098,0
3116,ES_17099,0
3117,ES_17100,0
3118,ES_17101,0
3119,ES_17102,0
3120,ES_17103,2
3121,ES_17105,0
3122,ES_17106,0
3123,ES_17107,0
3124,ES_17109,0
3125,ES_17110,0
3126,ES_17111,0
3127,ES_17112,0
3128,ES_17114,1
3129,ES_17115,0
3130,ES_17116,0
3131,ES_17117,1
3132,ES_17118,2
3133,ES_17119,0
3134,ES_17120,0
3135,ES_17121,0
3136,ES_17123,0
3137,ES_17124,2
3138,ES_17125,0
3139,ES_17126,0
3140,ES_17128,0
3141,ES_17129,0
3142,ES_17130,0
3143,ES_17132,0
3144,ES_17133,0
3145,ES_17134,0
3146,ES_17135,0
3147,ES_17136,0
3148,ES_17137,2
3149,ES_17138,0
3150,ES_17139,0
3151,ES_17140,2
3152,ES_17141,2
3153,ES_17142,2
3154,ES_17143,0
3155,ES_17144,0
3156,ES_17145,0
3157,ES_17146,0
3158,ES_17147,2
3159,ES_17148,0
3160,ES_17149,0
3161,ES_17150,0
3162,ES_17151,0
3163,ES_17152,1
3164,ES_17153,0
3165,ES_17154,0
3166,ES_17155,2
3167,ES_17157,0
3168,ES_17158,0
3169,ES_17159,0
3170,ES_17160,2
3171,ES_17161,0
3172,ES_17162,0
3173,ES_17163,2
3174,ES_17164,2
3175,ES_17165,0
3176,ES_17166,0
3177,ES_17167,0
3178,ES_17168,0
3179,ES_17169,2
3180,ES_17170,0
3181,ES_17171,0
3182,ES_17172,0
3183,ES_17173,0
3184,ES_17174,0
3185,ES_17175,0
3186,ES_17176,0
3187,ES_17177,0
3188,ES_17178,2
3189,ES_17180,2
3190,ES_17181,2
3191,ES_17182,0
3192,ES_17183,0
3193,ES_17184,0
3194,ES_17185,0
3195,ES_17186,0
3196,ES_17187,0
3197,ES_17188,0
3198,ES_17189,0
3199,ES_17190,0
3200,ES_17191,0
3201,ES_17192,0
3202,ES_17193,2
3203,ES_17194,0
3204,ES_17195,0
3205,ES_17196,0
3206,ES_17197,0
3207,ES_17198,0
3208,ES_17199,1
3209,ES_17200,0
3210,ES_17201,0
3211,ES_17202,2
3212,ES_17203,0
3213,ES_17204,0
3214,ES_17205,0
3215,ES_17206,0
3216,ES_17207,2
3217,ES_17208,0
3218,ES_17209,0
3219,ES_17210,0
3220,ES_17211,0
3221,ES_17212,0
3222,ES_17213,2
3223,ES_17214,0
3224,ES_17215,0
3225,ES_17216,0
3226,ES_17217,0
3227,ES_17218,0
3228,ES_17220,0
3229,ES_17221,0
3230,ES_17222,0
3231,ES_17223,0
3232,ES_17224,0
3233,ES_17225,0
3234,ES_17226,0
3235,ES_17227,0
3236,ES_17228,0
3237,ES_17230,0
3238,ES_17232,0
3239,ES_17233,2
3240,ES_17234,0
3241,ES_17901,2
3242,ES_17902,2
3243,ES_17903,0
3244,ES_18001,0
3245,ES_18002,0
3246,ES_18003,2
3247,ES_18004,0
3248,ES_18005,0
3249,ES_18006,2
3250,ES_18007,0
3251,ES_18010,0
3252,ES_18011,0
3253,ES_18012,0
3254,ES_18013,2
3255,ES_18014,2
3256,ES_18015,0
3257,ES_18016,0
3258,ES_18017,1
3259,ES_18018,0
3260,ES_18020,0
3261,ES_18021,2
3262,ES_18022,3
3263,ES_18023,1
3264,ES_18024,0
3265,ES_18025,0
3266,ES_18027,0
3267,ES_18028,0
3268,ES_18029,0
3269,ES_18030,0
3270,ES_18032,0
3271,ES_18033,0
3272,ES_18034,0
3273,ES_18035,0
3274,ES_18036,0
3275,ES_18037,0
3276,ES_18038,0
3277,ES_18039,2
3278,ES_18040,0
3279,ES_18042,0
3280,ES_18043,0
3281,ES_18044,0
3282,ES_18045,0
3283,ES_18046,2
3284,ES_18047,0
3285,ES_18048,0
3286,ES_18049,0
3287,ES_18050,0
3288,ES_18051,0
3289,ES_18053,0
3290,ES_18054,0
3291,ES_18056,2
3292,ES_18057,0
3293,ES_18059,2
3294,ES_18061,0
3295,ES_18062,2
3296,ES_18063,0
3297,ES_18064,0
3298,ES_18065,0
3299,ES_18066,0
3300,ES_18067,0
3301,ES_18068,0
3302,ES_18069,0
3303,ES_18070,0
3304,ES_18071,2
3305,ES_18072,0
3306,ES_18074,0
3307,ES_18076,0
3308,ES_18077,0
3309,ES_18078,0
3310,ES_18079,0
3311,ES_18082,0
3312,ES_18083,0
3313,ES_18084,0
3314,ES_18085,0
3315,ES_18086,0
3316,ES_18088,0
3317,ES_18089,1
3318,ES_18093,2
3319,ES_18094,2
3320,ES_18095,0
3321,ES_18096,0
3322,ES_18097,2
3323,ES_18098,2
3324,ES_18099,0
3325,ES_18100,2
3326,ES_18101,2
3327,ES_18102,2
3328,ES_18103,0
3329,ES_18105,2
3330,ES_18106,0
3331,ES_18107,0
3332,ES_18108,0
3333,ES_18109,0
3334,ES_18111,0
3335,ES_18112,0
3336,ES_18114,0
3337,ES_18115,0
3338,ES_18116,2
3339,ES_18117,0
3340,ES_18119,0
3341,ES_18120,0
3342,ES_18121,0
3343,ES_18122,1
3344,ES_18123,0
3345,ES_18124,0
3346,ES_18126,0
3347,ES_18127,2
3348,ES_18128,0
3349,ES_18132,2
3350,ES_18133,0
3351,ES_18134,2
3352,ES_18135,2
3353,ES_18136,0
3354,ES_18137,0
3355,ES_18138,2
3356,ES_18140,1
3357,ES_18141,0
3358,ES_18143,0
3359,ES_18144,0
3360,ES_18145,2
3361,ES_18146,2
3362,ES_18147,2
3363,ES_18148,0
3364,ES_18149,2
3365,ES_18150,2
3366,ES_18151,0
3367,ES_18152,0
3368,ES_18153,2
3369,ES_18154,0
3370,ES_18157,0
3371,ES_18158,2
3372,ES_18159,0
3373,ES_18161,0
3374,ES_18162,0
3375,ES_18163,0
3376,ES_18164,2
3377,ES_18165,0
3378,ES_18167,0
3379,ES_18168,0
3380,ES_18170,0
3381,ES_18171,0
3382,ES_18173,2
3383,ES_18174,0
3384,ES_18175,2
3385,ES_18176,0
3386,ES_18177,0
3387,ES_18178,0
3388,ES_18179,0
3389,ES_18180,0
3390,ES_18181,0
3391,ES_18182,0
3392,ES_18183,0
3393,ES_18184,2
3394,ES_18185,0
3395,ES_18187,0
3396,ES_18188,0
3397,ES_18189,0
3398,ES_18192,0
3399,ES_18193,2
3400,ES_18194,0
3401,ES_18901,0
3402,ES_18902,0
3403,ES_18903,2
3404,ES_18904,0
3405,ES_18905,2
3406,ES_18906,0
3407,ES_18907,2
3408,ES_18908,0
3409,ES_18909,0
3410,ES_18910,0
3411,ES_18911,0
3412,ES_18912,0
3413,ES_18913,0
3414,ES_18914,0
3415,ES_18915,0
3416,ES_18916,0
3417,ES_19001,0
3418,ES_19002,0
3419,ES_19003,0
3420,ES_19004,0
3421,ES_19005,0
3422,ES_19006,0
3423,ES_19007,0
3424,ES_19008,0
3425,ES_19009,0
3426,ES_19010,0
3427,ES_19011,0
3428,ES_19013,0
3429,ES_19015,0
3430,ES_19016,0
3431,ES_19017,0
3432,ES_19018,0
3433,ES_19019,0
3434,ES_19020,0
3435,ES_19021,0
3436,ES_19022,0
3437,ES_19023,0
3438,ES_19024,2
3439,ES_19027,0
3440,ES_19031,0
3441,ES_19032,0
3442,ES_19033,0
3443,ES_19034,0
3444,ES_19036,0
3445,ES_19037,0
3446,ES_19038,0
3447,ES_19039,0
3448,ES_19040,0
3449,ES_19041,0
3450,ES_19042,0
3451,ES_19043,0
3452,ES_19044,0
3453,ES_19045,0
3454,ES_19046,2
3455,ES_19047,0
3456,ES_19048,0
3457,ES_19049,0
3458,ES_19050,0
3459,ES_19051,0
3460,ES_19052,0
3461,ES_19053,2
3462,ES_19054,0
3463,ES_19055,0
3464,ES_19057,0
3465,ES_19058,2
3466,ES_19059,0
3467,ES_19060,0
3468,ES_19061,0
3469,ES_19064,0
3470,ES_19065,0
3471,ES_19066,0
3472,ES_19067,0
3473,ES_19070,0
3474,ES_19071,2
3475,ES_19073,0
3476,ES_19074,0
3477,ES_19075,0
3478,ES_19076,0
3479,ES_19078,0
3480,ES_19079,0
3481,ES_19080,0
3482,ES_19081,0
3483,ES_19082,0
3484,ES_19086,0
3485,ES_19087,0
3486,ES_19088,0
3487,ES_19089,0
3488,ES_19090,0
3489,ES_19091,0
3490,ES_19092,0
3491,ES_19095,0
3492,ES_19096,0
3493,ES_19097,0
3494,ES_19098,0
3495,ES_19099,0
3496,ES_19102,0
3497,ES_19103,0
3498,ES_19104,0
3499,ES_19105,2
3500,ES_19106,0
3501,ES_19107,0
3502,ES_19108,0
3503,ES_19109,0
3504,ES_19110,0
3505,ES_19111,0
3506,ES_19112,0
3507,ES_19113,0
3508,ES_19114,0
3509,ES_19115,0
3510,ES_19116,0
3511,ES_19117,0
3512,ES_19118,0
3513,ES_19119,0
3514,ES_19120,0
3515,ES_19121,0
3516,ES_19122,0
3517,ES_19123,0
3518,ES_19124,0
3519,ES_19125,0
3520,ES_19126,0
3521,ES_19127,0
3522,ES_19129,0
3523,ES_19130,1
3524,ES_19132,0
3525,ES_19133,0
3526,ES_19134,0
3527,ES_19135,0
3528,ES_19136,0
3529,ES_19138,0
3530,ES_19139,0
3531,ES_19142,0
3532,ES_19143,0
3533,ES_19145,0
3534,ES_19146,0
3535,ES_19147,0
3536,ES_19148,0
3537,ES_19150,0
3538,ES_19151,0
3539,ES_19152,0
3540,ES_19153,0
3541,ES_19154,0
3542,ES_19155,0
3543,ES_19156,0
3544,ES_19157,0
3545,ES_19159,0
3546,ES_19160,0
3547,ES_19161,0
3548,ES_19162,0
3549,ES_19163,0
3550,ES_19165,0
3551,ES_19166,0
3552,ES_19167,0
3553,ES_19168,0
3554,ES_19169,0
3555,ES_19170,2
3556,ES_19171,0
3557,ES_19172,0
3558,ES_19173,0
3559,ES_19174,0
3560,ES_19175,0
3561,ES_19176,0
3562,ES_19177,0
3563,ES_19178,0
3564,ES_19179,0
3565,ES_19181,0
3566,ES_19182,0
3567,ES_19183,0
3568,ES_19184,0
3569,ES_19185,0
3570,ES_19186,0
3571,ES_19187,0
3572,ES_19188,0
3573,ES_19189,0
3574,ES_19190,0
3575,ES_19191,0
3576,ES_19192,0
3577,ES_19193,0
3578,ES_19194,0
3579,ES_19195,0
3580,ES_19196,0
3581,ES_19197,0
3582,ES_19198,0
3583,ES_19199,0
3584,ES_19200,0
3585,ES_19201,0
3586,ES_19202,0
3587,ES_19203,0
3588,ES_19204,0
3589,ES_19208,0
3590,ES_19209,0
3591,ES_19210,0
3592,ES_19211,0
3593,ES_19212,0
3594,ES_19213,0
3595,ES_19214,0
3596,ES_19215,0
3597,ES_19216,0
3598,ES_19217,0
3599,ES_19218,0
3600,ES_19219,0
3601,ES_19220,0
3602,ES_19221,0
3603,ES_19222,0
3604,ES_19223,0
3605,ES_19224,0
3606,ES_19225,0
3607,ES_19226,0
3608,ES_19227,0
3609,ES_19228,0
3610,ES_19229,0
3611,ES_19230,0
3612,ES_19231,0
3613,ES_19232,0
3614,ES_19233,0
3615,ES_19234,0
3616,ES_19235,0
3617,ES_19237,0
3618,ES_19238,0
3619,ES_19239,0
3620,ES_19240,0
3621,ES_19241,0
3622,ES_19242,0
3623,ES_19243,0
3624,ES_19244,0
3625,ES_19245,0
3626,ES_19246,0
3627,ES_19247,0
3628,ES_19248,0
3629,ES_19249,0
3630,ES_19250,0
3631,ES_19251,0
3632,ES_19252,0
3633,ES_19254,0
3634,ES_19255,0
3635,ES_19256,0
3636,ES_19257,2
3637,ES_19258,0
3638,ES_19259,0
3639,ES_19260,0
3640,ES_19261,0
3641,ES_19262,0
3642,ES_19263,0
3643,ES_19264,0
3644,ES_19265,0
3645,ES_19266,0
3646,ES_19267,0
3647,ES_19268,0
3648,ES_19269,0
3649,ES_19270,0
3650,ES_19271,0
3651,ES_19272,0
3652,ES_19274,0
3653,ES_19277,0
3654,ES_19278,0
3655,ES_19279,0
3656,ES_19280,0
3657,ES_19281,0
3658,ES_19282,0
3659,ES_19283,0
3660,ES_19284,0
3661,ES_19285,0
3662,ES_19286,0
3663,ES_19287,0
3664,ES_19288,0
3665,ES_19289,0
3666,ES_19290,0
3667,ES_19291,0
3668,ES_19293,0
3669,ES_19294,0
3670,ES_19296,0
3671,ES_19297,0
3672,ES_19298,0
3673,ES_19299,0
3674,ES_19300,0
3675,ES_19301,0
3676,ES_19302,0
3677,ES_19303,0
3678,ES_19304,0
3679,ES_19305,0
3680,ES_19306,0
3681,ES_19307,0
3682,ES_19308,0
3683,ES_19309,0
3684,ES_19310,0
3685,ES_19311,0
3686,ES_19314,0
3687,ES_19317,0
3688,ES_19318,0
3689,ES_19319,0
3690,ES_19321,0
3691,ES_19322,0
3692,ES_19323,0
3693,ES_19324,0
3694,ES_19325,0
3695,ES_19326,0
3696,ES_19327,0
3697,ES_19329,0
3698,ES_19330,0
3699,ES_19331,0
3700,ES_19332,0
3701,ES_19333,0
3702,ES_19334,0
3703,ES_19335,0
3704,ES_19901,0
3705,ES_20001,0
3706,ES_20002,0
3707,ES_20003,0
3708,ES_20004,0
3709,ES_20005,0
3710,ES_20006,0
3711,ES_20007,0
3712,ES_20008,0
3713,ES_20009,2
3714,ES_20010,0
3715,ES_20011,0
3716,ES_20012,0
3717,ES_20013,0
3718,ES_20014,0
3719,ES_20015,0
3720,ES_20016,2
3721,ES_20017,2
3722,ES_20018,2
3723,ES_20019,2
3724,ES_20020,0
3725,ES_20021,0
3726,ES_20022,0
3727,ES_20023,0
3728,ES_20024,0
3729,ES_20025,0
3730,ES_20026,0
3731,ES_20027,2
3732,ES_20028,0
3733,ES_20029,2
3734,ES_20030,2
3735,ES_20031,0
3736,ES_20032,2
3737,ES_20033,0
3738,ES_20034,2
3739,ES_20035,0
3740,ES_20036,2
3741,ES_20037,0
3742,ES_20038,0
3743,ES_20039,0
3744,ES_20040,2
3745,ES_20041,0
3746,ES_20042,0
3747,ES_20043,0
3748,ES_20044,0
3749,ES_20045,1
3750,ES_20046,0
3751,ES_20047,0
3752,ES_20048,0
3753,ES_20049,0
3754,ES_20050,0
3755,ES_20051,2
3756,ES_20052,0
3757,ES_20053,0
3758,ES_20054,0
3759,ES_20055,2
3760,ES_20056,0
3761,ES_20057,0
3762,ES_20058,0
3763,ES_20059,2
3764,ES_20060,0
3765,ES_20061,0
3766,ES_20062,0
3767,ES_20063,1
3768,ES_20064,0
3769,ES_20065,0
3770,ES_20066,0
3771,ES_20067,1
3772,ES_20068,0
3773,ES_20069,3
3774,ES_20070,0
3775,ES_20071,2
3776,ES_20072,0
3777,ES_20073,2
3778,ES_20074,2
3779,ES_20075,0
3780,ES_20076,0
3781,ES_20077,0
3782,ES_20078,0
3783,ES_20079,2
3784,ES_20080,2
3785,ES_20081,0
3786,ES_20901,0
3787,ES_20902,0
3788,ES_20903,0
3789,ES_20904,0
3790,ES_20905,0
3791,ES_20906,0
3792,ES_20907,0
3793,ES_21001,0
3794,ES_21002,2
3795,ES_21003,0
3796,ES_21004,0
3797,ES_21005,1
3798,ES_21006,0
3799,ES_21007,2
3800,ES_21008,0
3801,ES_21009,0
3802,ES_21010,1
3803,ES_21011,0
3804,ES_21012,0
3805,ES_21013,2
3806,ES_21014,0
3807,ES_21015,0
3808,ES_21016,0
3809,ES_21017,0
3810,ES_21018,0
3811,ES_21019,0
3812,ES_21020,0
3813,ES_21021,1
3814,ES_21022,0
3815,ES_21023,0
3816,ES_21024,0
3817,ES_21025,0
3818,ES_21026,0
3819,ES_21027,0
3820,ES_21028,0
3821,ES_21029,0
3822,ES_21030,0
3823,ES_21031,0
3824,ES_21032,0
3825,ES_21033,0
3826,ES_21034,0
3827,ES_21035,2
3828,ES_21036,0
3829,ES_21037,0
3830,ES_21038,0
3831,ES_21039,0
3832,ES_21040,0
3833,ES_21041,3
3834,ES_21042,2
3835,ES_21043,0
3836,ES_21044,2
3837,ES_21045,0
3838,ES_21046,0
3839,ES_21047,0
3840,ES_21048,0
3841,ES_21049,0
3842,ES_21050,2
3843,ES_21051,0
3844,ES_21052,2
3845,ES_21053,0
3846,ES_21054,0
3847,ES_21055,2
3848,ES_21056,0
3849,ES_21057,0
3850,ES_21058,0
3851,ES_21059,0
3852,ES_21060,2
3853,ES_21061,0
3854,ES_21062,0
3855,ES_21063,0
3856,ES_21064,0
3857,ES_21065,0
3858,ES_21066,0
3859,ES_21067,0
3860,ES_21068,0
3861,ES_21069,0
3862,ES_21070,0
3863,ES_21071,0
3864,ES_21072,2
3865,ES_21073,0
3866,ES_21074,0
3867,ES_21075,0
3868,ES_21076,0
3869,ES_21077,0
3870,ES_21078,0
3871,ES_21079,0
3872,ES_21902,0
3873,ES_22001,0
3874,ES_22002,0
3875,ES_22003,0
3876,ES_22004,0
3877,ES_22006,0
3878,ES_22007,0
3879,ES_22008,0
3880,ES_22009,0
3881,ES_22011,0
3882,ES_22012,0
3883,ES_22013,0
3884,ES_22014,0
3885,ES_22015,0
3886,ES_22016,0
3887,ES_22017,0
3888,ES_22018,0
3889,ES_22019,0
3890,ES_22020,0
3891,ES_22021,2
3892,ES_22022,0
3893,ES_22023,0
3894,ES_22024,0
3895,ES_22025,0
3896,ES_22027,2
3897,ES_22028,0
3898,ES_22029,0
3899,ES_22032,0
3900,ES_22035,0
