,Area,Classification
1357,ES_06152,0
1358,ES_06153,2
1359,ES_06154,0
1360,ES_06155,0
1361,ES_06156,2
1362,ES_06157,0
1363,ES_06158,2
1364,ES_06159,0
1365,ES_06160,0
1366,ES_06161,0
1367,ES_06162,0
1368,ES_06901,0
1369,ES_06902,0
1370,ES_06903,2
1371,ES_07001,2
1372,ES_07002,2
1373,ES_07003,1
1374,ES_07004,2
1375,ES_07005,1
1376,ES_07006,2
1377,ES_07007,0
1378,ES_07008,0
1379,ES_07009,0
1380,ES_07010,2
1381,ES_07011,3
1382,ES_07012,0
1383,ES_07013,1
1384,ES_07014,1
1385,ES_07015,1
1386,ES_07016,0
1387,ES_07017,0
1388,ES_07018,0
1389,ES_07019,2
1390,ES_07020,2
1391,ES_07021,0
1392,ES_07022,1
1393,ES_07023,0
1394,ES_07024,2
1395,ES_07025,0
1396,ES_07026,2
1397,ES_07027,2
1398,ES_07028,0
1399,ES_07029,0
1400,ES_07030,0
1401,ES_07031,1
1402,ES_07032,1
1403,ES_07033,3
1404,ES_07034,0
1405,ES_07035,0
1406,ES_07036,1
1407,ES_07037,2
1408,ES_07038,0
1409,ES_07039,2
1410,ES_07041,0
1411,ES_07042,1
1412,ES_07043,2
1413,ES_07044,2
1414,ES_07045,0
1415,ES_07046,1
1416,ES_07047,0
1417,ES_07048,3
1418,ES_07049,0
1419,ES_07050,1
1420,ES_07051,1
1421,ES_07052,2
1422,ES_07053,0
1423,ES_07054,1
1424,ES_07055,2
1425,ES_07056,2
1426,ES_07057,1
1427,ES_07058,2
1428,ES_07059,2
1429,ES_07060,0
1430,ES_07061,2
1431,ES_07062,2
1432,ES_07063,2
1433,ES_07064,0
1434,ES_07065,0
1435,ES_07901,0
1436,ES_07902,0
1437,ES_08001,2
1438,ES_08002,0
1439,ES_08003,0
1440,ES_08004,0
1441,ES_08005,2
1442,ES_08006,0
1443,ES_08007,0
1444,ES_08008,0
1445,ES_08009,2
1446,ES_08010,0
1447,ES_08011,2
1448,ES_08012,2
1449,ES_08013,0
1450,ES_08014,0
1451,ES_08015,3
1452,ES_08016,0
1453,ES_08017,0
1454,ES_08018,2
1455,ES_08020,2
1456,ES_08021,0
1457,ES_08022,2
1458,ES_08023,2
1459,ES_08024,0
1460,ES_08025,2
1461,ES_08026,0
1462,ES_08027,0
1463,ES_08028,0
1464,ES_08029,2
1465,ES_08030,2
1466,ES_08031,0
1467,ES_08032,0
1468,ES_08033,2
1469,ES_08034,2
1470,ES_08035,0
1471,ES_08036,2
1472,ES_08037,0
1473,ES_08038,0
1474,ES_08039,0
1475,ES_08040,0
1476,ES_08041,0
1477,ES_08042,0
1478,ES_08043,0
1479,ES_08044,0
1480,ES_08045,0
1481,ES_08046,2
1482,ES_08047,2
1483,ES_08048,0
1484,ES_08049,0
1485,ES_08050,0
1486,ES_08051,2
1487,ES_08052,0
1488,ES_08053,2
1489,ES_08054,2
1490,ES_08055,0
1491,ES_08056,2
1492,ES_08057,0
1493,ES_08058,2
1494,ES_08059,2
1495,ES_08060,0
1496,ES_08061,0
1497,ES_08062,2
1498,ES_08063,0
1499,ES_08064,2
1500,ES_08065,0
1501,ES_08066,0
1502,ES_08067,0
1503,ES_08068,2
1504,ES_08069,2
1505,ES_08070,0
1506,ES_08071,0
1507,ES_08072,2
1508,ES_08073,2
1509,ES_08074,2
1510,ES_08075,2
1511,ES_08076,2
1512,ES_08077,2
1513,ES_08078,0
1514,ES_08079,0
1515,ES_08080,0
1516,ES_08081,0
1517,ES_08082,0
1518,ES_08083,0
1519,ES_08084,2
1520,ES_08085,0
1521,ES_08086,2
1522,ES_08087,0
1523,ES_08088,2
1524,ES_08089,1
1525,ES_08090,0
1526,ES_08091,2
1527,ES_08092,0
1528,ES_08093,0
1529,ES_08094,0
1530,ES_08095,0
1531,ES_08096,1
1532,ES_08097,0
1533,ES_08098,2
1534,ES_08099,0
1535,ES_08100,2
1536,ES_08101,1
1537,ES_08102,2
1538,ES_08103,0
1539,ES_08104,2
1540,ES_08105,0
1541,ES_08106,2
1542,ES_08107,2
1543,ES_08108,0
1544,ES_08109,0
1545,ES_08110,2
1546,ES_08111,0
1547,ES_08112,2
1548,ES_08113,1
1549,ES_08114,2
1550,ES_08115,0
1551,ES_08116,0
1552,ES_08117,0
1553,ES_08118,2
1554,ES_08119,0
1555,ES_08120,2
1556,ES_08121,1
1557,ES_08122,2
1558,ES_08123,2
1559,ES_08124,2
1560,ES_08125,1
1561,ES_08126,0
1562,ES_08127,0
1563,ES_08128,0
1564,ES_08129,0
1565,ES_08130,0
1566,ES_08131,0
1567,ES_08132,2
1568,ES_08133,0
1569,ES_08134,0
1570,ES_08135,0
1571,ES_08136,2
1572,ES_08137,0
1573,ES_08138,2
1574,ES_08139,2
1575,ES_08140,0
1576,ES_08141,2
1577,ES_08142,0
1578,ES_08143,2
1579,ES_08144,0
1580,ES_08145,2
1581,ES_08146,0
1582,ES_08147,2
1583,ES_08148,2
1584,ES_08149,0
1585,ES_08150,0
1586,ES_08151,2
1587,ES_08152,0
1588,ES_08153,0
1589,ES_08154,0
1590,ES_08155,0
1591,ES_08156,2
1592,ES_08157,2
1593,ES_08158,0
1594,ES_08159,2
1595,ES_08160,0
1596,ES_08161,2
1597,ES_08162,0
1598,ES_08163,2
1599,ES_08164,0
1600,ES_08165,0
1601,ES_08166,0
1602,ES_08167,0
1603,ES_08168,0
1604,ES_08169,3
1605,ES_08170,0
1606,ES_08171,0
1607,ES_08172,0
1608,ES_08174,0
1609,ES_08175,2
1610,ES_08176,0
1611,ES_08177,0
1612,ES_08178,2
1613,ES_08179,0
1614,ES_08180,2
1615,ES_08181,2
1616,ES_08182,2
1617,ES_08183,0
1618,ES_08184,1
1619,ES_08185,0
1620,ES_08187,3
1621,ES_08188,0
1622,ES_08189,0
1623,ES_08190,0
1624,ES_08191,2
1625,ES_08192,2
1626,ES_08193,0
1627,ES_08194,2
1628,ES_08195,0
1629,ES_08196,2
1630,ES_08197,0
1631,ES_08198,0
1632,ES_08199,0
1633,ES_08200,1
1634,ES_08201,0
1635,ES_08202,2
1636,ES_08203,0
1637,ES_08204,0
1638,ES_08205,3
1639,ES_08206,0
1640,ES_08207,0
1641,ES_08208,2
1642,ES_08209,0
1643,ES_08210,2
1644,ES_08211,2
1645,ES_08212,0
1646,ES_08213,2
1647,ES_08214,2
1648,ES_08215,0
1649,ES_08216,0
1650,ES_08217,2
1651,ES_08218,2
1652,ES_08219,2
1653,ES_08220,0
1654,ES_08221,2
1655,ES_08222,0
1656,ES_08223,2
1657,ES_08224,0
1658,ES_08225,0
1659,ES_08226,0
1660,ES_08227,2
1661,ES_08228,0
1662,ES_08229,2
1663,ES_08230,2
1664,ES_08231,1
1665,ES_08232,0
1666,ES_08233,0
1667,ES_08234,0
1668,ES_08235,0
1669,ES_08236,0
1670,ES_08237,0
1671,ES_08238,2
1672,ES_08239,0
1673,ES_08240,2
1674,ES_08241,0
1675,ES_08242,0
1676,ES_08243,0
1677,ES_08244,2
1678,ES_08245,2
1679,ES_08246,0
1680,ES_08247,0
1681,ES_08248,0
1682,ES_08249,0
1683,ES_08250,0
1684,ES_08251,2
1685,ES_08252,2
1686,ES_08253,0
1687,ES_08254,2
1688,ES_08255,0
1689,ES_08256,0
1690,ES_08257,0
1691,ES_08258,0
1692,ES_08259,2
1693,ES_08260,2
1694,ES_08261,0
1695,ES_08262,2
1696,ES_08263,2
1697,ES_08264,0
1698,ES_08265,0
1699,ES_08266,1
1700,ES_08267,2
1701,ES_08268,2
1702,ES_08269,2
1703,ES_08270,1
1704,ES_08271,0
1705,ES_08272,0
1706,ES_08273,2
1707,ES_08274,2
1708,ES_08275,0
1709,ES_08276,0
1710,ES_08277,2
1711,ES_08278,0
1712,ES_08280,0
1713,ES_08281,0
1714,ES_08282,0
1715,ES_08283,2
1716,ES_08284,2
1717,ES_08285,0
1718,ES_08286,0
1719,ES_08287,0
1720,ES_08288,2
1721,ES_08289,0
1722,ES_08290,0
1723,ES_08291,2
1724,ES_08292,0
1725,ES_08293,0
1726,ES_08294,0
1727,ES_08295,2
1728,ES_08296,0
1729,ES_08297,0
1730,ES_08298,1
1731,ES_08299,2
1732,ES_08300,2
1733,ES_08301,1
1734,ES_08302,0
1735,ES_08303,0
1736,ES_08304,0
1737,ES_08305,2
1738,ES_08306,0
1739,ES_08307,3
1740,ES_08308,0
1741,ES_08901,0
1742,ES_08902,0
1743,ES_08903,0
1744,ES_08904,0
1745,ES_08905,0
1746,ES_09001,0
1747,ES_09003,0
1748,ES_09006,0
1749,ES_09007,0
1750,ES_09009,0
1751,ES_09010,0
1752,ES_09011,0
1753,ES_09012,0
1754,ES_09013,0
1755,ES_09014,2
1756,ES_09016,0
1757,ES_09017,0
1758,ES_09018,1
1759,ES_09019,0
1760,ES_09020,0
1761,ES_09021,0
1762,ES_09022,0
1763,ES_09023,0
1764,ES_09024,0
1765,ES_09025,0
1766,ES_09026,0
1767,ES_09027,0
1768,ES_09029,0
1769,ES_09030,0
1770,ES_09032,0
1771,ES_09033,0
1772,ES_09034,0
1773,ES_09035,0
1774,ES_09036,0
1775,ES_09037,0
1776,ES_09038,0
1777,ES_09039,0
1778,ES_09041,0
1779,ES_09043,0
1780,ES_09044,0
1781,ES_09045,2
1782,ES_09046,0
1783,ES_09047,0
1784,ES_09048,0
1785,ES_09050,0
1786,ES_09051,0
1787,ES_09052,0
1788,ES_09054,0
1789,ES_09055,0
1790,ES_09056,2
1791,ES_09057,0
1792,ES_09058,0
1793,ES_09060,0
1794,ES_09061,0
1795,ES_09062,0
1796,ES_09063,0
1797,ES_09064,0
1798,ES_09065,0
1799,ES_09066,0
1800,ES_09067,0
1801,ES_09068,0
1802,ES_09070,0
1803,ES_09071,0
1804,ES_09072,0
1805,ES_09073,0
1806,ES_09074,0
1807,ES_09075,0
1808,ES_09076,0
1809,ES_09077,0
1810,ES_09078,0
1811,ES_09079,0
1812,ES_09082,0
1813,ES_09083,0
1814,ES_09084,0
1815,ES_09085,0
1816,ES_09086,0
1817,ES_09088,0
1818,ES_09090,0
1819,ES_09091,2
1820,ES_09093,0
1821,ES_09094,0
1822,ES_09095,0
1823,ES_09098,0
1824,ES_09100,0
1825,ES_09101,0
1826,ES_09102,0
1827,ES_09103,0
1828,ES_09104,0
1829,ES_09105,0
1830,ES_09108,0
1831,ES_09109,1
1832,ES_09110,0
1833,ES_09112,0
1834,ES_09113,0
1835,ES_09114,0
1836,ES_09115,0
1837,ES_09117,0
1838,ES_09119,0
1839,ES_09120,0
1840,ES_09122,0
1841,ES_09123,0
1842,ES_09124,2
1843,ES_09125,2
1844,ES_09127,0
1845,ES_09128,0
1846,ES_09129,0
1847,ES_09130,0
1848,ES_09131,0
1849,ES_09132,0
1850,ES_09133,0
1851,ES_09134,0
1852,ES_09135,0
1853,ES_09136,0
1854,ES_09137,0
1855,ES_09138,0
1856,ES_09139,0
1857,ES_09140,0
1858,ES_09141,0
1859,ES_09143,0
1860,ES_09144,0
1861,ES_09148,0
1862,ES_09149,0
1863,ES_09151,2
1864,ES_09152,0
1865,ES_09154,0
1866,ES_09155,0
1867,ES_09159,0
1868,ES_09160,0
1869,ES_09162,0
1870,ES_09163,0
1871,ES_09164,0
1872,ES_09166,0
1873,ES_09167,0
1874,ES_09168,0
1875,ES_09169,0
1876,ES_09170,0
1877,ES_09172,0
1878,ES_09173,0
1879,ES_09174,0
1880,ES_09175,0
1881,ES_09176,0
1882,ES_09177,2
1883,ES_09178,0
1884,ES_09179,0
1885,ES_09180,0
1886,ES_09181,0
1887,ES_09182,0
1888,ES_09183,0
1889,ES_09184,0
1890,ES_09189,0
1891,ES_09190,0
1892,ES_09191,0
1893,ES_09192,0
1894,ES_09194,2
1895,ES_09195,0
1896,ES_09196,0
1897,ES_09197,0
1898,ES_09198,0
1899,ES_09199,0
1900,ES_09200,0
1901,ES_09201,0
1902,ES_09202,0
1903,ES_09206,0
1904,ES_09208,0
1905,ES_09209,1
1906,ES_09211,2
1907,ES_09213,2
1908,ES_09214,2
1909,ES_09215,2
1910,ES_09216,2
1911,ES_09217,2
1912,ES_09218,0
1913,ES_09219,1
1914,ES_09220,0
1915,ES_09221,0
1916,ES_09223,0
1917,ES_09224,0
1918,ES_09225,0
1919,ES_09226,0
1920,ES_09227,0
1921,ES_09228,0
1922,ES_09229,0
1923,ES_09230,0
1924,ES_09231,0
1925,ES_09232,0
1926,ES_09235,0
1927,ES_09236,0
1928,ES_09238,2
1929,ES_09239,0
1930,ES_09241,0
1931,ES_09242,0
1932,ES_09243,0
1933,ES_09244,0
1934,ES_09246,0
1935,ES_09247,0
1936,ES_09248,0
1937,ES_09249,0
1938,ES_09250,0
1939,ES_09251,0
1940,ES_09253,0
1941,ES_09255,0
1942,ES_09256,0
1943,ES_09257,0
1944,ES_09258,0
1945,ES_09259,0
1946,ES_09261,0
1947,ES_09262,0
1948,ES_09265,0
1949,ES_09266,0
1950,ES_09267,0
1951,ES_09268,0
1952,ES_09269,0
1953,ES_09270,0
1954,ES_09272,0
1955,ES_09273,0
1956,ES_09274,0
1957,ES_09275,0
1958,ES_09276,0
1959,ES_09277,0
1960,ES_09279,0
1961,ES_09280,0
1962,ES_09281,0
1963,ES_09283,0
1964,ES_09287,0
1965,ES_09288,0
1966,ES_09289,0
1967,ES_09292,0
1968,ES_09294,0
1969,ES_09295,0
1970,ES_09297,0
1971,ES_09298,0
1972,ES_09301,0
1973,ES_09302,0
1974,ES_09303,0
1975,ES_09304,0
1976,ES_09306,0
1977,ES_09307,0
1978,ES_09308,0
1979,ES_09309,0
1980,ES_09310,0
1981,ES_09311,0
1982,ES_09312,0
1983,ES_09314,0
1984,ES_09315,0
1985,ES_09316,0
1986,ES_09317,0
1987,ES_09318,0
1988,ES_09321,0
1989,ES_09323,0
1990,ES_09325,0
1991,ES_09326,0
1992,ES_09327,0
1993,ES_09328,0
1994,ES_09329,0
1995,ES_09330,0
1996,ES_09332,0
1997,ES_09334,0
1998,ES_09335,0
1999,ES_09337,0
2000,ES_09338,0
2001,ES_09339,0
2002,ES_09340,0
2003,ES_09343,0
2004,ES_09345,0
2005,ES_09346,0
2006,ES_09347,0
2007,ES_09348,0
2008,ES_09350,2
2009,ES_09351,0
2010,ES_09352,0
2011,ES_09353,0
2012,ES_09354,0
2013,ES_09355,0
2014,ES_09356,0
2015,ES_09358,0
2016,ES_09360,0
2017,ES_09361,0
2018,ES_09362,0
2019,ES_09363,2
2020,ES_09365,0
2021,ES_09366,0
2022,ES_09368,0
2023,ES_09369,0
2024,ES_09372,0
2025,ES_09373,2
2026,ES_09374,0
2027,ES_09375,0
2028,ES_09377,0
2029,ES_09378,0
2030,ES_09380,0
2031,ES_09381,0
2032,ES_09382,0
2033,ES_09384,0
2034,ES_09386,0
2035,ES_09387,0
2036,ES_09388,0
2037,ES_09389,0
2038,ES_09390,0
2039,ES_09391,0
2040,ES_09392,0
2041,ES_09394,0
2042,ES_09395,0
2043,ES_09396,0
2044,ES_09398,0
2045,ES_09400,0
2046,ES_09403,0
2047,ES_09405,0
2048,ES_09406,0
2049,ES_09407,0
2050,ES_09408,0
2051,ES_09409,0
2052,ES_09410,1
2053,ES_09411,0
2054,ES_09412,2
2055,ES_09413,2
2056,ES_09414,0
2057,ES_09415,2
2058,ES_09416,0
2059,ES_09417,0
2060,ES_09418,0
2061,ES_09419,0
2062,ES_09421,0
2063,ES_09422,0
2064,ES_09423,0
2065,ES_09424,0
2066,ES_09425,0
2067,ES_09427,1
2068,ES_09428,0
2069,ES_09429,0
2070,ES_09430,0
2071,ES_09431,0
2072,ES_09432,0
2073,ES_09433,0
2074,ES_09434,2
2075,ES_09437,0
2076,ES_09438,0
2077,ES_09439,2
2078,ES_09440,0
2079,ES_09441,0
2080,ES_09442,0
2081,ES_09443,0
2082,ES_09444,0
2083,ES_09445,0
2084,ES_09446,0
2085,ES_09447,0
2086,ES_09448,0
2087,ES_09449,0
2088,ES_09450,0
2089,ES_09451,0
2090,ES_09454,0
2091,ES_09455,0
2092,ES_09456,0
2093,ES_09458,0
2094,ES_09460,0
2095,ES_09463,0
2096,ES_09464,0
2097,ES_09466,0
2098,ES_09467,0
2099,ES_09471,0
2100,ES_09472,0
2101,ES_09473,0
2102,ES_09476,0
2103,ES_09478,0
2104,ES_09480,0
2105,ES_09482,0
2106,ES_09483,2
2107,ES_09485,0
2108,ES_09901,0
2109,ES_09902,2
2110,ES_09903,1
2111,ES_09904,0
2112,ES_09905,2
2113,ES_09906,1
2114,ES_09907,2
2115,ES_09908,2
2116,ES_10001,0
2117,ES_10002,0
2118,ES_10003,0
2119,ES_10004,0
2120,ES_10005,0
2121,ES_10006,0
2122,ES_10007,0
2123,ES_10008,2
2124,ES_10009,0
2125,ES_10010,0
2126,ES_10011,0
2127,ES_10012,0
2128,ES_10013,0
2129,ES_10014,0
2130,ES_10015,0
2131,ES_10016,0
2132,ES_10017,0
2133,ES_10018,0
2134,ES_10019,0
2135,ES_10020,0
2136,ES_10021,2
2137,ES_10022,0
2138,ES_10023,0
2139,ES_10024,0
2140,ES_10025,0
2141,ES_10026,0
2142,ES_10027,0
2143,ES_10028,0
2144,ES_10029,0
2145,ES_10030,0
2146,ES_10031,0
2147,ES_10032,2
2148,ES_10033,0
2149,ES_10034,0
2150,ES_10035,0
2151,ES_10036,0
2152,ES_10038,0
2153,ES_10039,0
2154,ES_10040,0
2155,ES_10041,0
2156,ES_10042,0
2157,ES_10043,0
2158,ES_10044,0
2159,ES_10045,0
2160,ES_10046,0
2161,ES_10047,0
2162,ES_10048,0
2163,ES_10049,2
2164,ES_10050,0
2165,ES_10051,0
2166,ES_10052,0
2167,ES_10053,0
2168,ES_10054,0
2169,ES_10055,0
2170,ES_10056,0
2171,ES_10057,0
2172,ES_10058,0
2173,ES_10059,0
2174,ES_10060,0
2175,ES_10061,0
2176,ES_10062,0
2177,ES_10063,0
2178,ES_10064,0
2179,ES_10065,0
2180,ES_10066,0
2181,ES_10067,2
2182,ES_10068,0
2183,ES_10069,0
2184,ES_10070,0
2185,ES_10071,0
2186,ES_10072,0
2187,ES_10073,0
2188,ES_10075,0
2189,ES_10076,0
2190,ES_10077,0
2191,ES_10078,0
2192,ES_10079,0
2193,ES_10080,0
2194,ES_10081,0
2195,ES_10082,2
2196,ES_10083,0
2197,ES_10084,0
2198,ES_10085,0
2199,ES_10086,0
2200,ES_10087,0
2201,ES_10088,0
2202,ES_10089,0
2203,ES_10090,0
2204,ES_10091,0
2205,ES_10092,0
2206,ES_10093,0
2207,ES_10094,0
2208,ES_10095,0
2209,ES_10096,2
2210,ES_10097,0
2211,ES_10098,0
2212,ES_10099,0
2213,ES_10100,0
2214,ES_10101,0
2215,ES_10102,0
2216,ES_10103,0
2217,ES_10104,0
2218,ES_10105,0
2219,ES_10106,0
2220,ES_10107,0
2221,ES_10108,0
2222,ES_10109,0
2223,ES_10110,0
2224,ES_10111,0
2225,ES_10112,0
2226,ES_10113,0
2227,ES_10114,0
2228,ES_10115,0
2229,ES_10116,2
2230,ES_10117,0
2231,ES_10118,0
2232,ES_10119,0
2233,ES_10120,0
2234,ES_10121,2
2235,ES_10122,0
2236,ES_10123,0
2237,ES_10124,0
2238,ES_10125,0
2239,ES_10126,0
2240,ES_10127,0
2241,ES_10128,2
2242,ES_10129,0
2243,ES_10130,0
2244,ES_10131,2
2245,ES_10132,0
2246,ES_10133,0
2247,ES_10134,0
2248,ES_10135,0
2249,ES_10136,0
2250,ES_10137,0
2251,ES_10138,0
2252,ES_10139,0
2253,ES_10140,0
2254,ES_10141,0
2255,ES_10142,0
2256,ES_10143,0
2257,ES_10144,0
2258,ES_10145,0
2259,ES_10146,2
2260,ES_10147,0
2261,ES_10148,1
2262,ES_10149,0
2263,ES_10150,0
2264,ES_10151,0
2265,ES_10152,0
2266,ES_10153,0
2267,ES_10154,0
2268,ES_10155,0
2269,ES_10156,0
2270,ES_10157,0
2271,ES_10158,0
2272,ES_10159,0
2273,ES_10160,0
2274,ES_10161,0
2275,ES_10162,0
2276,ES_10163,0
2277,ES_10164,0
2278,ES_10165,0
2279,ES_10166,0
2280,ES_10167,0
2281,ES_10168,0
2282,ES_10169,0
2283,ES_10170,0
2284,ES_10171,0
2285,ES_10172,0
2286,ES_10173,0
2287,ES_10174,0
2288,ES_10175,0
2289,ES_10176,0
2290,ES_10177,0
2291,ES_10178,0
2292,ES_10179,0
2293,ES_10180,2
2294,ES_10181,0
2295,ES_10182,0
2296,ES_10183,0
2297,ES_10184,0
2298,ES_10185,0
2299,ES_10186,0
2300,ES_10187,0
2301,ES_10188,0
2302,ES_10189,0
2303,ES_10190,0
2304,ES_10191,0
2305,ES_10192,0
2306,ES_10193,0
2307,ES_10194,0
2308,ES_10195,2
2309,ES_10196,0
2310,ES_10197,0
2311,ES_10198,0
2312,ES_10199,0
2313,ES_10200,0
2314,ES_10201,0
2315,ES_10202,0
2316,ES_10203,2
2317,ES_10204,0
2318,ES_10205,2
2319,ES_10206,0
2320,ES_10207,0
2321,ES_10208,0
2322,ES_10209,0
2323,ES_10210,0
2324,ES_10211,0
2325,ES_10212,0
2326,ES_10213,0
2327,ES_10214,0
2328,ES_10215,0
2329,ES_10216,0
2330,ES_10217,0
2331,ES_10218,0
2332,ES_10219,0
2333,ES_10901,0
2334,ES_10902,0
2335,ES_10903,0
2336,ES_10904,0
2337,ES_10905,0
2338,ES_11001,2
2339,ES_11002,0
2340,ES_11003,0
2341,ES_11004,3
2342,ES_11005,0
2343,ES_11006,2
2344,ES_11007,1
2345,ES_11008,1
2346,ES_11009,0
2347,ES_11010,0
2348,ES_11011,0
2349,ES_11012,1
2350,ES_11013,2
2351,ES_11014,1
2352,ES_11015,3
2353,ES_11016,2
2354,ES_11017,0
2355,ES_11018,0
2356,ES_11019,0
2357,ES_11020,3
2358,ES_11021,0
2359,ES_11022,1
2360,ES_11023,2
2361,ES_11024,0
2362,ES_11025,0
2363,ES_11026,0
2364,ES_11027,1
2365,ES_11028,1
2366,ES_11029,0
2367,ES_11030,1
2368,ES_11031,1
2369,ES_11032,1
2370,ES_11033,3
2371,ES_11034,0
2372,ES_11035,3
2373,ES_11036,0
2374,ES_11037,0
2375,ES_11038,2
2376,ES_11039,1
2377,ES_11040,0
2378,ES_11041,2
2379,ES_11042,0
2380,ES_11901,0
2381,ES_11902,0
2382,ES_11903,0
2383,ES_12001,2
2384,ES_12002,0
2385,ES_12003,0
2386,ES_12004,2
2387,ES_12005,2
2388,ES_12006,0
2389,ES_12007,0
2390,ES_12008,0
2391,ES_12009,2
2392,ES_12010,0
2393,ES_12011,2
2394,ES_12012,2
2395,ES_12013,0
2396,ES_12014,0
2397,ES_12015,0
2398,ES_12016,0
2399,ES_12017,0
2400,ES_12018,0
2401,ES_12020,0
2402,ES_12021,0
2403,ES_12022,0
2404,ES_12024,0
2405,ES_12025,0
2406,ES_12026,0
2407,ES_12027,2
2408,ES_12028,1
2409,ES_12029,2
2410,ES_12031,2
2411,ES_12032,2
2412,ES_12033,2
2413,ES_12034,0
2414,ES_12036,0
2415,ES_12037,0
2416,ES_12038,0
2417,ES_12039,0
2418,ES_12040,3
2419,ES_12041,0
2420,ES_12042,0
2421,ES_12043,0
2422,ES_12044,0
2423,ES_12045,0
2424,ES_12046,0
2425,ES_12048,0
2426,ES_12049,0
2427,ES_12050,0
2428,ES_12051,0
2429,ES_12052,0
2430,ES_12053,0
2431,ES_12055,0
2432,ES_12056,0
2433,ES_12057,0
2434,ES_12058,0
2435,ES_12059,0
2436,ES_12060,0
2437,ES_12061,0
2438,ES_12063,0
2439,ES_12064,0
2440,ES_12065,0
2441,ES_12067,0
2442,ES_12068,0
2443,ES_12069,0
2444,ES_12070,0
2445,ES_12071,0
2446,ES_12072,2
2447,ES_12073,0
2448,ES_12074,0
2449,ES_12075,0
2450,ES_12076,0
2451,ES_12077,2
2452,ES_12078,0
2453,ES_12079,0
2454,ES_12080,2
2455,ES_12081,0
2456,ES_12082,2
2457,ES_12083,0
2458,ES_12084,1
2459,ES_12085,2
2460,ES_12087,0
2461,ES_12088,0
2462,ES_12089,2
2463,ES_12090,0
2464,ES_12091,0
2465,ES_12092,0
2466,ES_12093,0
2467,ES_12094,0
2468,ES_12095,0
2469,ES_12096,0
2470,ES_12097,0
2471,ES_12098,0
2472,ES_12099,0
2473,ES_12100,0
2474,ES_12101,0
2475,ES_12102,0
2476,ES_12103,0
2477,ES_12104,2
2478,ES_12105,0
2479,ES_12106,0
2480,ES_12107,0
2481,ES_12108,0
2482,ES_12109,0
2483,ES_12110,0
2484,ES_12111,0
2485,ES_12112,0
2486,ES_12113,0
2487,ES_12114,0
2488,ES_12115,0
2489,ES_12116,0
2490,ES_12117,2
2491,ES_12118,0
2492,ES_12119,0
2493,ES_12120,0
2494,ES_12121,0
2495,ES_12122,0
2496,ES_12123,0
2497,ES_12124,2
2498,ES_12125,0
2499,ES_12126,1
2500,ES_12127,0
2501,ES_12128,2
2502,ES_12129,0
2503,ES_12130,0
2504,ES_12131,0
2505,ES_12132,0
2506,ES_12133,0
2507,ES_12134,0
2508,ES_12135,1
2509,ES_12136,0
2510,ES_12137,0
2511,ES_12138,2
2512,ES_12139,2
2513,ES_12140,0
2514,ES_12141,0
2515,ES_12142,0
2516,ES_12901,0
2517,ES_12902,2
2518,ES_13001,0
2519,ES_13002,0
2520,ES_13003,0
2521,ES_13004,0
2522,ES_13005,1
2523,ES_13006,0
2524,ES_13007,0
2525,ES_13008,0
2526,ES_13009,0
2527,ES_13010,2
2528,ES_13011,0
2529,ES_13012,0
2530,ES_13013,2
2531,ES_13014,0
2532,ES_13015,2
2533,ES_13016,0
2534,ES_13017,0
2535,ES_13018,0
2536,ES_13019,2
2537,ES_13020,0
2538,ES_13021,0
2539,ES_13022,0
2540,ES_13023,0
2541,ES_13024,0
2542,ES_13025,0
2543,ES_13026,0
2544,ES_13027,0
2545,ES_13028,3
2546,ES_13029,0
2547,ES_13030,0
2548,ES_13031,0
2549,ES_13032,0
2550,ES_13033,0
2551,ES_13034,1
2552,ES_13035,0
2553,ES_13036,0
2554,ES_13037,0
2555,ES_13038,0
2556,ES_13039,2
2557,ES_13040,0
2558,ES_13041,0
2559,ES_13042,0
2560,ES_13043,0
2561,ES_13044,0
2562,ES_13045,0
2563,ES_13046,0
2564,ES_13047,2
2565,ES_13048,0
2566,ES_13049,0
2567,ES_13050,0
2568,ES_13051,0
2569,ES_13052,2
2570,ES_13053,2
2571,ES_13054,0
2572,ES_13055,0
2573,ES_13056,2
2574,ES_13057,0
2575,ES_13058,0
2576,ES_13059,0
2577,ES_13060,0
2578,ES_13061,2
2579,ES_13062,0
2580,ES_13063,0
2581,ES_13064,0
2582,ES_13065,0
2583,ES_13066,0
2584,ES_13067,0
2585,ES_13068,0
2586,ES_13069,0
2587,ES_13070,0
2588,ES_13071,1
2589,ES_13072,0
2590,ES_13073,0
2591,ES_13074,0
2592,ES_13075,0
2593,ES_13076,0
2594,ES_13077,0
2595,ES_13078,2
2596,ES_13079,2
2597,ES_13080,0
2598,ES_13081,0
2599,ES_13082,2
2600,ES_13083,0
2601,ES_13084,0
2602,ES_13085,0
2603,ES_13086,0
2604,ES_13087,1
2605,ES_13088,0
2606,ES_13089,0
2607,ES_13090,0
2608,ES_13091,0
2609,ES_13092,0
2610,ES_13093,0
2611,ES_13094,0
2612,ES_13095,0
2613,ES_13096,2
2614,ES_13097,0
2615,ES_13098,0
2616,ES_13901,0
2617,ES_13902,0
2618,ES_13903,0
2619,ES_13904,0
2620,ES_14001,0
2621,ES_14002,0
2622,ES_14003,0
2623,ES_14004,0
2624,ES_14005,0
2625,ES_14006,0
2626,ES_14007,2
2627,ES_14008,0
2628,ES_14009,0
